price,brand,model,year,mileage,color,state
27705,ford,f-150,2019,16600.0,silver,michigan
8000,chevrolet,door,2015,107971.0,gray,pennsylvania
25511,ford,f-150,2019,17801.0,silver,michigan
7700,chevrolet,colorado,2015,94150.0,white,pennsylvania
29900,ford,f-150,2019,17159.0,silver,michigan
7200,chevrolet,van,2015,80711.0,white,pennsylvania
27502,ford,f-150,2019,17983.0,red,michigan
4500,chevrolet,door,2013,119981.0,white,pennsylvania
27402,ford,f-150,2019,17851.0,white,michigan
1500,chevrolet,sonic,2013,66079.0,black,pennsylvania
26602,ford,f-150,2019,18174.0,white,michigan
10200,chevrolet,sonic,2019,7654.0,black,illinois
29900,ford,f-150,2019,18759.0,black,michigan
14000,chevrolet,colorado,2019,11564.0,white,illinois
28500,ford,f-150,2019,18901.0,silver,michigan
8000,chevrolet,door,2016,86541.0,black,florida
29809,ford,f-150,2019,21157.0,silver,michigan
36900,chevrolet,corvette,2015,29937.0,black,florida
26902,ford,f-150,2019,23964.0,white,michigan
10950,chevrolet,door,2015,58504.0,red,florida
27402,ford,f-150,2019,20154.0,white,michigan
16900,acura,mdx,2014,63500.0,silver,florida
25600,ford,f-150,2019,23294.0,silver,michigan
29700,bmw,series,2016,24293.0,no_color,texas
27702,ford,f-150,2019,20343.0,red,michigan
13500,buick,encore,2016,19655.0,red,texas
27102,ford,f-150,2019,19100.0,white,michigan
27102,ford,f-150,2019,20014.0,white,michigan
25811,ford,f-150,2019,21774.0,black,michigan
26602,ford,f-150,2019,21201.0,white,michigan
27102,ford,f-150,2019,21766.0,white,michigan
37500,buick,enclave,2019,12406.0,gray,wisconsin
26211,ford,flex,2019,17977.0,blue,michigan
24205,ford,flex,2019,22805.0,silver,michigan
37500,cadillac,xt5,2019,16013.0,black,wisconsin
27111,ford,flex,2019,14382.0,black,michigan
27411,ford,flex,2019,9660.0,black,michigan
27302,ford,flex,2019,18969.0,black,michigan
27202,ford,f-150,2019,24730.0,gray,michigan
26311,ford,flex,2019,15847.0,red,michigan
26602,ford,f-150,2019,25009.0,white,michigan
33500,bmw,series,2017,22115.0,blue,wisconsin
27511,ford,flex,2019,11836.0,white,michigan
21500,buick,door,2017,23765.0,red,wisconsin
27200,ford,f-150,2019,25508.0,silver,michigan
26511,ford,flex,2019,18196.0,red,michigan
24002,ford,flex,2019,16106.0,gray,michigan
21500,buick,door,2017,14907.0,silver,wisconsin
18511,ford,fusion,2019,12735.0,gray,michigan
14000,kia,sorento,2017,53424.0,black,connecticut
29000,buick,door,2017,17940.0,green,illinois
23402,ford,flex,2019,17417.0,gray,michigan
13300,kia,door,2017,37125.0,no_color,connecticut
19700,bmw,x3,2017,61428.0,black,wisconsin
23211,ford,flex,2019,17025.0,black,michigan
15500,kia,sorento,2017,37668.0,red,connecticut
18111,ford,fusion,2019,15805.0,black,michigan
21500,kia,sorento,2017,43761.0,gray,connecticut
25511,ford,mustang,2019,11342.0,gray,michigan
17700,chevrolet,equinox,2017,35664.0,blue,wisconsin
28000,chevrolet,cutaway,2017,12780.0,white,illinois
14000,chevrolet,door,2017,38458.0,blue,wisconsin
21700,chevrolet,door,2017,34420.0,silver,wisconsin
13500,chevrolet,door,2017,46497.0,white,wisconsin
35500,chevrolet,1500,2017,21268.0,no_color,wisconsin
29500,chevrolet,1500,2017,31029.0,red,wisconsin
25300,chevrolet,1500,2017,40878.0,no_color,wisconsin
21500,chevrolet,1500,2016,20270.0,silver,new jersey
25900,chevrolet,door,2016,32984.0,blue,wisconsin
35300,chevrolet,door,2016,75506.0,black,wisconsin
13500,chevrolet,door,2016,39951.0,red,wisconsin
62000,chevrolet,corvette,2016,19403.0,white,illinois
46000,chevrolet,corvette,2016,4445.0,black,illinois
9000,chevrolet,malibu,2016,67527.0,gray,wisconsin
25900,chevrolet,door,2016,33588.0,white,wisconsin
25800,chevrolet,door,2016,10103.0,no_color,wisconsin
17000,chevrolet,door,2016,26474.0,gray,wisconsin
12800,chevrolet,door,2016,40253.0,white,wisconsin
47400,chevrolet,3500,2016,39624.0,red,wisconsin
24400,chevrolet,door,2016,48705.0,gray,wisconsin
17100,chevrolet,trax,2016,19659.0,white,wisconsin
7400,chevrolet,door,2015,91299.0,no_color,wisconsin
33100,chevrolet,door,2015,81614.0,gold,wisconsin
22000,chevrolet,trax,2020,179.0,gray,california
35000,chevrolet,1500,2019,5523.0,no_color,california
16500,chevrolet,equinox,2019,29841.0,silver,california
35300,chevrolet,1500,2019,8516.0,silver,california
26900,chevrolet,traverse,2018,42941.0,black,missouri
11600,chevrolet,trax,2017,27498.0,black,california
28100,chevrolet,1500,2017,31141.0,silver,california
27700,chevrolet,1500,2017,20784.0,white,california
17700,chevrolet,passenger,2017,52667.0,white,california
16600,chevrolet,volt,2017,26003.0,no_color,california
63200,chevrolet,corvette,2016,4266.0,red,california
36800,chevrolet,door,2015,32332.0,white,california
19500,chevrolet,passenger,2018,44333.0,white,texas
38800,chevrolet,tahoe,2019,36198.0,blue,oklahoma
37500,chevrolet,tahoe,2019,33331.0,silver,oklahoma
35000,chevrolet,suburban,2019,43082.0,gray,oklahoma
31100,chevrolet,camaro,2019,24561.0,gray,oklahoma
22600,chevrolet,van,2019,13485.0,white,oklahoma
22400,chevrolet,van,2019,15524.0,white,oklahoma
22700,chevrolet,van,2019,8996.0,white,oklahoma
13700,chevrolet,malibu,2019,47282.0,silver,oklahoma
37100,chevrolet,suburban,2019,34470.0,black,oklahoma
18500,chevrolet,colorado,2018,87264.0,green,oregon
18300,chevrolet,2500,2017,114344.0,white,oregon
19000,chevrolet,2500,2017,111635.0,white,oregon
18500,chevrolet,1500,2017,103955.0,white,oregon
22500,chevrolet,door,2016,66640.0,white,oregon
14500,chevrolet,door,2014,122018.0,white,oregon
32800,chevrolet,tahoe,2018,46915.0,gray,oklahoma
12300,chevrolet,malibu,2018,53599.0,black,oklahoma
19600,chevrolet,1500,2018,41672.0,gray,oklahoma
13600,chevrolet,malibu,2018,36047.0,white,oklahoma
7200,chevrolet,spark,2018,42561.0,red,oklahoma
19900,chevrolet,1500,2018,40345.0,white,oklahoma
13000,chevrolet,malibu,2018,41751.0,gray,oklahoma
19700,chevrolet,door,2016,27593.0,white,oklahoma
9400,chevrolet,door,2017,24009.0,blue,oklahoma
23800,chevrolet,1500,2017,85697.0,white,oklahoma
17700,chevrolet,equinox,2019,25223.0,white,new york
17000,chevrolet,door,2015,27927.0,white,oklahoma
14000,chevrolet,door,2014,135127.0,red,florida
32100,chevrolet,2500,2018,55532.0,white,pennsylvania
33100,chevrolet,2500,2019,72172.0,white,pennsylvania
31600,chevrolet,2500,2018,57751.0,white,pennsylvania
5100,chevrolet,door,2013,96314.0,gray,pennsylvania
4100,chevrolet,door,2013,89152.0,blue,pennsylvania
7200,chevrolet,door,2014,114660.0,silver,texas
12800,chevrolet,1500,2014,177322.0,white,texas
46800,chevrolet,1500,2019,36423.0,gray,nebraska
21800,chevrolet,van,2019,23759.0,white,missouri
3000,chevrolet,door,2013,120667.0,gray,texas
22500,chevrolet,colorado,2017,65344.0,red,indiana
35300,chevrolet,suburban,2018,51347.0,black,missouri
16500,chevrolet,volt,2017,52322.0,black,oklahoma
33000,chevrolet,door,2017,67620.0,black,missouri
31500,chevrolet,1500,2017,59965.0,black,missouri
34500,chevrolet,1500,2017,28739.0,silver,missouri
8000,chevrolet,trax,2016,77429.0,silver,west virginia
25000,chevrolet,1500,2017,20847.0,white,west virginia
10700,chevrolet,trax,2016,44280.0,red,west virginia
13400,chevrolet,door,2016,86031.0,silver,west virginia
16500,chevrolet,equinox,2019,7622.0,gold,west virginia
34000,chevrolet,traverse,2019,8067.0,white,west virginia
14100,chevrolet,trax,2018,16502.0,white,west virginia
38600,chevrolet,1500,2019,20681.0,black,west virginia
9100,chevrolet,door,2016,54655.0,blue,missouri
8600,chevrolet,door,2016,57825.0,blue,missouri
22000,chevrolet,door,2016,58856.0,white,oklahoma
8900,chevrolet,colorado,2015,85072.0,white,west virginia
15500,chevrolet,door,2015,79506.0,red,west virginia
3300,chevrolet,door,2015,85301.0,silver,west virginia
29000,chevrolet,1500,2015,69377.0,brown,missouri
17300,chevrolet,equinox,2020,15577.0,black,nevada
30500,chevrolet,traverse,2020,23470.0,silver,nevada
25000,chevrolet,impala,2020,18715.0,silver,nevada
2800,chevrolet,cruze,2012,61258.0,white,illinois
3300,chevrolet,door,2012,131791.0,no_color,illinois
36400,chevrolet,suburban,2019,35705.0,silver,nevada
34800,chevrolet,suburban,2019,48982.0,silver,nevada
20700,chevrolet,ld,2019,33745.0,white,nevada
32200,chevrolet,suburban,2019,42267.0,silver,nevada
35300,chevrolet,tahoe,2019,46863.0,black,nevada
33500,chevrolet,suburban,2019,36443.0,white,nevada
13700,chevrolet,impala,2019,14939.0,blue,nevada
15900,chevrolet,malibu,2019,22026.0,black,nevada
33200,chevrolet,suburban,2019,38278.0,black,nevada
35500,chevrolet,suburban,2019,46149.0,silver,nevada
29800,chevrolet,suburban,2018,48427.0,silver,nevada
29800,chevrolet,suburban,2018,48807.0,gray,nevada
29500,chevrolet,suburban,2018,52618.0,silver,nevada
30300,chevrolet,suburban,2018,46494.0,white,nevada
24300,chevrolet,1500,2018,56296.0,black,new york
29800,chevrolet,suburban,2017,33909.0,silver,nevada
29800,chevrolet,suburban,2017,33028.0,white,nevada
27500,chevrolet,camaro,2016,44653.0,white,nevada
10800,chevrolet,door,2017,80516.0,gray,new jersey
11500,chevrolet,van,2017,105151.0,white,new jersey
10400,chevrolet,van,2017,78368.0,white,new jersey
11400,chevrolet,equinox,2018,78956.0,white,florida
11400,chevrolet,equinox,2018,88564.0,white,florida
8000,chevrolet,door,2015,78800.0,white,nevada
3000,chevrolet,door,2012,111856.0,white,california
25000,chevrolet,door,2015,80946.0,black,nevada
12300,chevrolet,traverse,2017,83168.0,gray,new york
14100,chevrolet,traverse,2017,58606.0,white,new york
9000,chevrolet,van,2014,82020.0,white,nevada
4200,chevrolet,door,2014,102500.0,black,nevada
22500,chevrolet,van,2019,8150.0,white,texas
22600,chevrolet,van,2019,6159.0,white,texas
22600,chevrolet,van,2019,5938.0,white,texas
22500,chevrolet,van,2019,9019.0,white,texas
10200,chevrolet,malibu,2018,45836.0,white,texas
42700,chevrolet,3500,2016,60215.0,white,texas
21200,chevrolet,tahoe,2015,125507.0,white,texas
22700,chevrolet,door,2016,90944.0,white,texas
22000,chevrolet,tahoe,2015,82785.0,gray,texas
9600,chevrolet,1500,2014,150525.0,white,texas
10500,chevrolet,door,2013,112267.0,silver,texas
6700,chevrolet,door,2013,139394.0,white,texas
14200,chevrolet,door,2013,82543.0,black,texas
15500,chevrolet,equinox,2019,13532.0,white,florida
35100,chevrolet,1500,2018,14751.0,blue,kansas
26300,chevrolet,camaro,2018,11150.0,gray,kansas
15700,chevrolet,colorado,2016,91248.0,white,new jersey
17600,chevrolet,1500,2016,65336.0,white,new jersey
18600,chevrolet,1500,2016,48974.0,white,new jersey
19100,chevrolet,1500,2016,40011.0,white,new jersey
15200,chevrolet,equinox,2019,37444.0,black,north carolina
16100,chevrolet,equinox,2019,43199.0,white,north carolina
14800,chevrolet,equinox,2019,43589.0,charcoal,north carolina
16700,chevrolet,equinox,2019,32870.0,charcoal,north carolina
15300,chevrolet,equinox,2019,38826.0,charcoal,north carolina
16500,chevrolet,equinox,2019,33739.0,charcoal,north carolina
19600,chevrolet,passenger,2019,35309.0,white,north carolina
15200,chevrolet,impala,2019,32248.0,red,north carolina
15000,chevrolet,impala,2019,36165.0,silver,north carolina
15500,chevrolet,impala,2019,29922.0,charcoal,north carolina
15700,chevrolet,impala,2019,26848.0,silver,north carolina
14800,chevrolet,impala,2019,41163.0,charcoal,north carolina
9200,chevrolet,cruze,2017,32856.0,red,north carolina
8200,chevrolet,impala,2017,100315.0,black,north carolina
11400,chevrolet,door,2013,91638.0,silver,new jersey
6500,chevrolet,door,2015,83173.0,white,north carolina
11500,chevrolet,door,2014,94356.0,gray,north carolina
23800,chevrolet,door,2015,85792.0,black,florida
8900,chevrolet,door,2014,129068.0,white,florida
28300,chevrolet,ld,2019,27665.0,red,indiana
27300,chevrolet,ld,2019,25427.0,black,indiana
3500,chevrolet,door,2013,78198.0,gray,new jersey
28300,chevrolet,colorado,2020,13886.0,silver,indiana
18300,chevrolet,impala,2019,34538.0,silver,indiana
22500,dodge,charger,2018,20575.0,silver,wisconsin
22500,dodge,charger,2018,26026.0,gray,wisconsin
8300,dodge,door,2012,99015.0,gray,wisconsin
16500,dodge,caravan,2019,27327.0,gray,nebraska
14500,dodge,journey,2019,30229.0,silver,nebraska
30000,dodge,charger,2019,43294.0,white,ontario
30000,dodge,charger,2019,54309.0,orange,ontario
30000,dodge,charger,2019,52822.0,white,ontario
30000,dodge,charger,2019,45554.0,white,ontario
30000,dodge,charger,2019,37538.0,white,ontario
29500,dodge,charger,2019,35153.0,red,ontario
21600,dodge,challenger,2019,23783.0,white,washington
22600,dodge,charger,2019,30759.0,black,washington
16300,dodge,caravan,2019,38922.0,gray,washington
8600,dodge,door,2012,165836.0,blue,washington
28800,dodge,durango,2019,19235.0,no_color,texas
22100,dodge,challenger,2019,9445.0,gray,texas
14300,dodge,journey,2018,19164.0,gray,north carolina
13700,dodge,caravan,2018,54106.0,white,north carolina
29500,dodge,challenger,2017,32051.0,no_color,arizona
18500,dodge,journey,2017,14870.0,gray,texas
19000,dodge,door,2016,32294.0,blue,colorado
43400,dodge,challenger,2015,7250.0,white,arizona
46000,dodge,challenger,2015,10145.0,no_color,arizona
12500,dodge,journey,2018,59924.0,silver,texas
13900,dodge,charger,2017,21304.0,black,florida
13000,dodge,caravan,2018,52079.0,white,california
13000,dodge,caravan,2018,54960.0,white,california
3000,dodge,door,2013,80099.0,white,texas
17500,dodge,caravan,2019,23987.0,black,florida
7900,dodge,door,2017,84144.0,gray,california
8900,dodge,door,2014,85639.0,blue,florida
11500,dodge,caravan,2018,50193.0,no_color,pennsylvania
6500,dodge,journey,2017,74392.0,black,pennsylvania
8000,dodge,door,2017,76117.0,black,pennsylvania
18700,dodge,challenger,2018,36358.0,gray,new jersey
8350,dodge,journey,2017,90685.0,white,florida
27900,dodge,charger,2017,54141.0,orange,florida
14500,dodge,door,2016,82240.0,white,pennsylvania
6200,dodge,door,2016,66167.0,silver,pennsylvania
7500,dodge,door,2012,144220.0,gray,pennsylvania
20200,dodge,caravan,2019,24722.0,black,illinois
29300,dodge,durango,2019,41198.0,silver,illinois
31000,dodge,durango,2019,26353.0,black,illinois
32400,dodge,durango,2019,28280.0,white,illinois
5800,dodge,door,2012,130120.0,white,minnesota
21500,dodge,charger,2019,15340.0,black,texas
23100,dodge,charger,2018,12265.0,silver,michigan
4500,dodge,van,2014,94872.0,gray,texas
24800,dodge,charger,2018,17946.0,silver,michigan
23000,dodge,charger,2018,26996.0,gray,michigan
26900,dodge,journey,2019,5775.0,gray,wisconsin
21500,dodge,challenger,2018,6748.0,gray,wisconsin
15700,dodge,journey,2018,38128.0,white,wisconsin
15200,dodge,caravan,2018,41636.0,silver,wisconsin
23300,dodge,charger,2018,5359.0,blue,wisconsin
6100,dodge,door,2015,70296.0,white,minnesota
20000,dodge,journey,2017,11346.0,green,wisconsin
53000,dodge,challenger,2017,7415.0,no_color,illinois
3000,dodge,door,2013,107593.0,orange,minnesota
18200,dodge,door,2016,50639.0,black,new jersey
21800,dodge,challenger,2019,6530.0,gray,arizona
52000,dodge,charger,2016,17432.0,blue,illinois
19000,dodge,charger,2019,19636.0,black,arizona
25000,dodge,challenger,2016,41748.0,no_color,illinois
36000,dodge,challenger,2016,13162.0,red,illinois
17000,dodge,caravan,2019,32937.0,white,georgia
25300,dodge,door,2015,23095.0,red,wisconsin
14900,dodge,journey,2017,34432.0,gray,wisconsin
15000,dodge,caravan,2017,48162.0,no_color,wisconsin
12995,dodge,doors,2014,68310.0,gray,massachusetts
17750,dodge,doors,2014,48000.0,black,massachusetts
10295,dodge,doors,2014,105962.0,black,pennsylvania
16995,dodge,doors,2014,96575.0,gray,connecticut
25000,dodge,doors,2014,13239.0,toreador red,new york
23995,dodge,doors,2014,24934.0,bright white clearcoat,rhode island
14900,dodge,doors,2014,46859.0,billet silver metallic clearcoat,new jersey
15810,dodge,doors,2014,44468.0,black clearcoat,new york
20227,dodge,doors,2014,62230.0,jazz blue pearlcoat,new york
20999,dodge,doors,2014,37082.0,silver,new york
22499,dodge,doors,2014,23964.0,bright white clearcoat,new jersey
23495,dodge,doors,2014,11204.0,black clearcoat,new york
25250,dodge,doors,2014,7608.0,billet silver metallic clearcoat,new york
15322,dodge,doors,2014,49982.0,billet silver metallic clearcoat,new jersey
21232,dodge,charger,2019,4950.0,gray,texas
5800,dodge,journey,2013,111628.0,white,wisconsin
29000,dodge,door,2012,15927.0,black,illinois
17000,dodge,caravan,2018,36299.0,gray,new jersey
13800,dodge,journey,2018,28469.0,red,florida
30000,dodge,durango,2019,29086.0,gray,missouri
14800,dodge,caravan,2017,35991.0,gray,florida
8500,dodge,journey,2017,62224.0,black,missouri
9800,dodge,door,2013,86500.0,white,missouri
4200,dodge,door,2014,144725.0,gray,nevada
2500,dodge,van,2013,163260.0,red,tennessee
28700,dodge,charger,2018,19636.0,blue,california
18500,dodge,challenger,2018,34272.0,gray,california
17300,dodge,challenger,2018,42909.0,no_color,california
7100,dodge,door,2016,55749.0,gray,louisiana
3250,dodge,door,2015,89142.0,white,minnesota
30700,dodge,durango,2017,20328.0,no_color,california
3000,dodge,door,2012,149332.0,gray,missouri
26500,dodge,durango,2019,28551.0,gray,california
20800,dodge,charger,2019,35098.0,gray,california
20800,dodge,charger,2019,35365.0,gray,california
5100,dodge,door,2015,88398.0,white,california
18900,dodge,challenger,2019,27957.0,black,california
24000,dodge,durango,2019,30161.0,silver,california
38800,dodge,challenger,2015,26292.0,white,california
24500,dodge,durango,2019,25780.0,white,california
24500,dodge,durango,2019,25032.0,black,california
6500,dodge,door,2016,72248.0,blue,new jersey
24000,dodge,durango,2019,30630.0,gray,california
18000,dodge,door,2014,86125.0,no_color,california
24000,dodge,durango,2019,30408.0,white,california
23500,dodge,durango,2019,35443.0,silver,california
4500,dodge,van,2014,95377.0,white,california
25900,dodge,durango,2019,32724.0,silver,california
13900,dodge,caravan,2019,45089.0,gray,california
14200,dodge,journey,2019,35948.0,silver,california
15400,dodge,caravan,2019,41601.0,blue,california
17500,dodge,challenger,2019,26370.0,gray,texas
17500,dodge,caravan,2019,18271.0,white,texas
18000,dodge,caravan,2019,9476.0,white,texas
25200,dodge,door,2012,80899.0,gray,new jersey
14100,dodge,caravan,2018,57394.0,black,texas
13300,dodge,caravan,2018,42190.0,white,california
16200,dodge,caravan,2019,22591.0,black,oklahoma
13300,dodge,caravan,2018,48681.0,gray,california
13100,dodge,caravan,2018,42621.0,silver,california
15500,dodge,caravan,2017,27761.0,silver,california
4500,dodge,door,2013,107768.0,white,california
28400,dodge,durango,2019,14355.0,gray,colorado
17400,dodge,caravan,2019,9467.0,gray,colorado
6000,dodge,door,2014,122837.0,silver,florida
20700,dodge,challenger,2019,18313.0,gray,virginia
20300,dodge,challenger,2019,19506.0,black,virginia
14000,dodge,journey,2018,14750.0,black,oklahoma
22000,dodge,challenger,2019,11280.0,green,virginia
17200,dodge,journey,2019,13944.0,blue,virginia
15000,dodge,door,2016,26922.0,blue,oklahoma
17500,dodge,journey,2019,12690.0,gray,virginia
1300,dodge,door,2013,239822.0,gray,michigan
1750,dodge,door,2014,74975.0,red,nevada
16300,dodge,caravan,2019,28289.0,red,florida
15700,dodge,caravan,2019,38041.0,red,florida
10000,dodge,journey,2017,52386.0,silver,florida
23100,dodge,charger,2019,34391.0,white,florida
14900,dodge,caravan,2019,39515.0,red,florida
16700,dodge,journey,2019,22074.0,orange,virginia
16300,dodge,caravan,2019,28782.0,white,florida
25800,dodge,durango,2019,30092.0,red,north carolina
23800,dodge,challenger,2019,26443.0,black,north carolina
16800,dodge,journey,2019,28981.0,red,north carolina
15500,dodge,journey,2019,32865.0,white,north carolina
6000,dodge,door,2014,117258.0,blue,florida
26900,dodge,durango,2019,16397.0,white,arizona
16900,dodge,caravan,2019,16176.0,white,arizona
19500,dodge,caravan,2019,1091.0,gray,arizona
15400,dodge,caravan,2019,17472.0,black,arizona
2300,dodge,door,2012,123882.0,white,texas
17000,dodge,charger,2019,10341.0,red,california
34000,dodge,durango,2019,19695.0,black,new jersey
13700,dodge,journey,2017,51041.0,black,pennsylvania
19100,dodge,challenger,2018,22646.0,white,west virginia
11800,dodge,journey,2018,18138.0,white,west virginia
27500,dodge,durango,2019,23987.0,gray,nevada
26900,dodge,durango,2019,17160.0,black,nevada
27100,dodge,durango,2019,26929.0,white,nevada
27200,dodge,durango,2019,25815.0,white,nevada
9000,dodge,caravan,2017,81992.0,silver,florida
22500,dodge,challenger,2019,5000.0,gray,south carolina
7700,dodge,door,2015,62683.0,white,west virginia
4500,dodge,van,2013,107224.0,white,florida
2200,dodge,door,2013,184905.0,gray,illinois
21500,dodge,charger,2019,35153.0,black,pennsylvania
18800,dodge,challenger,2019,26474.0,orange,pennsylvania
21800,dodge,charger,2019,30943.0,red,pennsylvania
20300,dodge,challenger,2019,17154.0,black,pennsylvania
8200,dodge,van,2016,79637.0,white,south carolina
19000,dodge,caravan,2019,12123.0,red,pennsylvania
8400,dodge,door,2016,107822.0,blue,south carolina
19500,dodge,caravan,2019,10221.0,blue,pennsylvania
7000,dodge,door,2015,95278.0,blue,south carolina
19500,dodge,challenger,2019,13457.0,gray,pennsylvania
8500,dodge,van,2014,69936.0,blue,missouri
20500,dodge,challenger,2019,13520.0,gray,pennsylvania
4900,dodge,door,2014,96922.0,silver,south carolina
20800,dodge,door,2014,72594.0,black,missouri
28500,dodge,durango,2019,17896.0,silver,pennsylvania
21900,dodge,caravan,2019,11088.0,silver,pennsylvania
15800,dodge,caravan,2019,29567.0,black,nevada
33000,dodge,durango,2019,15655.0,white,colorado
22700,dodge,challenger,2019,26428.0,black,nevada
21900,dodge,charger,2019,29003.0,white,pennsylvania
19300,dodge,charger,2019,32229.0,red,pennsylvania
30700,dodge,durango,2019,26503.0,black,nevada
19300,dodge,challenger,2019,15446.0,black,pennsylvania
13750,dodge,caravan,2014,128556.0,white,california
16400,dodge,caravan,2019,23369.0,silver,nevada
19500,dodge,caravan,2019,8767.0,black,pennsylvania
15100,dodge,caravan,2019,48319.0,white,nevada
28500,dodge,durango,2019,15275.0,black,pennsylvania
15300,dodge,caravan,2019,33826.0,white,nevada
20300,dodge,challenger,2019,16679.0,white,pennsylvania
22000,dodge,charger,2019,26184.0,gray,pennsylvania
16700,dodge,journey,2019,21203.0,gray,nevada
19300,dodge,challenger,2019,17870.0,black,pennsylvania
34100,dodge,durango,2019,17909.0,gray,michigan
14600,dodge,caravan,2019,41126.0,silver,nevada
18200,dodge,caravan,2019,14098.0,red,pennsylvania
33800,dodge,durango,2019,15003.0,black,michigan
15900,dodge,journey,2019,29105.0,black,nevada
16500,dodge,caravan,2019,34794.0,black,pennsylvania
29600,dodge,durango,2019,20034.0,silver,michigan
14100,dodge,caravan,2019,46942.0,black,nevada
18200,dodge,caravan,2019,14753.0,white,pennsylvania
18200,dodge,caravan,2019,14359.0,black,pennsylvania
24300,dodge,charger,2019,34922.0,black,michigan
15400,dodge,journey,2019,20944.0,white,nevada
19000,dodge,journey,2019,9877.0,white,pennsylvania
19000,dodge,journey,2019,8949.0,black,pennsylvania
27800,dodge,challenger,2017,13627.0,gray,georgia
18200,dodge,journey,2019,18291.0,blue,pennsylvania
15000,dodge,journey,2018,38029.0,white,pennsylvania
19200,dodge,caravan,2017,32593.0,gray,michigan
15500,dodge,caravan,2018,37352.0,red,pennsylvania
24900,dodge,challenger,2017,23030.0,green,michigan
15500,dodge,journey,2018,30671.0,red,pennsylvania
7600,dodge,door,2012,79544.0,white,texas
18400,dodge,journey,2017,15027.0,black,michigan
14700,dodge,caravan,2018,29115.0,white,florida
3900,dodge,door,2015,93604.0,white,florida
5200,dodge,door,2015,100203.0,black,florida
17200,dodge,caravan,2019,35401.0,silver,minnesota
18700,dodge,caravan,2019,20279.0,red,minnesota
32000,dodge,durango,2019,26090.0,red,minnesota
14500,dodge,door,2015,107924.0,white,michigan
19400,dodge,caravan,2019,14906.0,black,minnesota
17300,dodge,caravan,2019,34407.0,black,minnesota
16700,dodge,journey,2019,18049.0,orange,minnesota
19100,dodge,caravan,2019,18132.0,white,minnesota
11100,dodge,door,2013,109176.0,black,illinois
32000,dodge,durango,2019,25456.0,black,minnesota
16900,dodge,caravan,2019,38375.0,silver,minnesota
18000,dodge,charger,2017,39792.0,blue,massachusetts
17800,dodge,caravan,2019,30403.0,white,minnesota
18000,dodge,caravan,2019,28252.0,white,minnesota
17500,dodge,caravan,2019,31904.0,white,minnesota
14500,dodge,caravan,2018,24336.0,silver,nevada
18500,dodge,caravan,2019,23961.0,silver,minnesota
18600,dodge,caravan,2019,22919.0,silver,minnesota
32000,dodge,durango,2019,22863.0,red,minnesota
17000,dodge,caravan,2019,38817.0,black,minnesota
16000,dodge,caravan,2019,48854.0,white,minnesota
18000,dodge,caravan,2019,27288.0,white,minnesota
15900,dodge,charger,2020,5284.0,orange,pennsylvania
6200,dodge,door,2016,99988.0,silver,alabama
3700,dodge,door,2013,84109.0,black,alabama
24000,dodge,door,2012,88539.0,white,mississippi
20800,dodge,van,2013,33739.0,gold,nevada
18500,dodge,door,2012,101017.0,white,mississippi
18300,dodge,challenger,2019,13906.0,black,pennsylvania
21000,dodge,charger,2019,20601.0,gray,pennsylvania
1300,dodge,van,2013,135561.0,white,tennessee
11900,dodge,charger,2019,23421.0,gray,pennsylvania
950,dodge,van,2012,145174.0,white,maryland
26800,dodge,durango,2019,21309.0,gray,pennsylvania
800,dodge,van,2012,217576.0,orange,north carolina
21000,dodge,caravan,2019,10350.0,white,pennsylvania
1900,dodge,door,2012,157636.0,orange,georgia
33500,dodge,durango,2019,8605.0,white,pennsylvania
900,dodge,door,2013,139404.0,blue,connecticut
21000,dodge,caravan,2019,10170.0,gray,pennsylvania
26800,dodge,durango,2019,22272.0,silver,pennsylvania
5700,dodge,van,2016,101906.0,blue,texas
18500,dodge,challenger,2019,27019.0,green,pennsylvania
33000,dodge,durango,2019,10930.0,white,pennsylvania
11000,dodge,caravan,2019,73552.0,silver,texas
15800,dodge,caravan,2019,37107.0,blue,pennsylvania
3600,dodge,door,2013,124247.0,white,michigan
16300,dodge,caravan,2019,36993.0,white,pennsylvania
2700,dodge,door,2015,67133.0,white,texas
12800,dodge,caravan,2019,33580.0,no_color,pennsylvania
9700,dodge,door,2015,94140.0,black,texas
18300,dodge,journey,2019,10447.0,silver,pennsylvania
16000,dodge,charger,2019,10229.0,silver,illinois
21000,dodge,caravan,2019,6269.0,gray,pennsylvania
3700,dodge,door,2014,98699.0,white,texas
33000,dodge,durango,2019,10631.0,gray,illinois
14700,dodge,caravan,2019,44381.0,silver,pennsylvania
33000,dodge,durango,2019,13960.0,silver,illinois
15900,dodge,caravan,2019,14051.0,white,pennsylvania
33000,dodge,durango,2019,20800.0,gray,illinois
33000,dodge,durango,2019,8873.0,gray,illinois
32500,dodge,durango,2019,15502.0,black,illinois
33000,dodge,durango,2019,9669.0,silver,illinois
13000,dodge,caravan,2018,50873.0,black,virginia
33000,dodge,durango,2019,14117.0,white,illinois
16500,dodge,charger,2019,46820.0,red,illinois
33000,dodge,durango,2019,7247.0,gray,illinois
34500,dodge,challenger,2017,40991.0,red,north carolina
33500,dodge,durango,2019,9023.0,white,illinois
48000,dodge,durango,2018,8047.0,white,pennsylvania
54500,dodge,durango,2019,3966.0,red,illinois
13200,dodge,caravan,2018,41014.0,silver,pennsylvania
